Movie_ID,Title,Genres,Release_Year,Director,Cast,Keywords,Language,Runtime,Production_Company
MOV107659,The Broken Story 96,Mystery,2004.0,Bong Joon Ho,"Rajkummar Rao, Taapsee Pannu, Pankaj Tripathi","forensic clue, cryptic letter",English,93.0,Geetha Arts
MOV116325,The Endless Forest 852,Sci-Fi,2001.0,Anurag Kashyap,"Shah Rukh Khan, Deepika Padukone, Manoj Bajpayee","artificial intelligence, climate collapse",English,127.0,20th Century Studios
MOV119832,The Silent Voyage 654,Unknown,1999.0,Ayan Mukerji,"Rajinikanth, Fahadh Faasil, Ritika Singh","redemption, family secrets",Spanish,142.0,Yash Raj Films
MOV116465,The Fading Archive 978,Drama,2024.0,Lijo Jose Pellissery,"Irrfan Khan, Tabu, Nawazuddin Siddiqui","betrayal, coming of age",English,190.0,Suresh Productions
MOV116126,The Paper Garden 762,"Action, Thriller, Comedy",1987.0,Christopher Nolan,"Triptii Dimri, Rajkummar Rao, Vijay Varma","family, assassination, warzone",English,87.0,Sony Pictures
MOV118932,The Last Archive 145,Romance,1989.0,ChloÃ© Zhao,"Zendaya, TimothÃ©e Chalamet, Florence Pugh","long distance, first love",Tamil,110.0,Yash Raj Films
MOV101447,Harbor of Falling,Action,1985.0,Zoya Akhtar,"Ryan Gosling, Margot Robbie, Brian Tyree Henry","mercenary, chase",Telugu,159.0,Yash Raj Films
MOV117320,The Autumn Room 497,"Crime, Comedy",1984.0,Zoya Akhtar,"Saoirse Ronan, Andrew Scott, Jessie Buckley","road trip, wedding, organized crime",Spanish,142.0,20th Century Studios
MOV113209,The Restless Frontier 795,"Crime, Action",2006.0,Meghna Gulzar,"Irrfan Khan, Tabu, Nawazuddin Siddiqui","organized crime, undercover, money laundering, warzone",English,163.0,Warner Bros. Pictures
MOV102374,The Last Station,"Horror, Thriller, Comedy, Drama",1989.0,Ayan Mukerji,"Aamir Khan, Richa Chadda, Vijay Raaz","identity, nightmare, false identity, awkward romance, ambition",English,116.0,Unknown
MOV104580,Lost Beyond the House,"Drama, Thriller, Action",2013.0,S. S. Rajamouli,"Michael B. Jordan, Tessa Thompson, Lakeith Stanfield","betrayal, cat and mouse, missing person, undercover, identity, mercenary",Korean,104.0,Warner Bros. Pictures
MOV117975,The Broken Harbor 774,"Thriller, Drama",2003.0,Satoshi Kon,"Sanya Malhotra, Vikrant Massey, Vijay Raaz","betrayal, grief, blackmail, conspiracy",English,169.0,Netflix
MOV114880,The Autumn Season 617,"Romance, Drama",2019.0,Vetrimaaran,"Gong Yoo, Kim Tae-ri, Choi Woo-shik","second chance, coming of age, class divide, unexpected meeting",Tamil,154.0,Universal Pictures
MOV100296,A Kingdom in Burning,Comedy,2013.0,Rajkumar Hirani,"Cillian Murphy, Rebecca Ferguson, Robert Pattinson","road trip, misunderstanding",Hindi,153.0,Amazon MGM Studios
MOV116214,The Fading Frontier 891,Thriller,1990.0,Asghar Farhadi,"Vidya Balan, Shefali Shah, Rajesh Tailang","missing person, blackmail",English,87.0,A24
MOV101580,The Lost Shadow,Romance,2021.0,S. S. Rajamouli,"Gong Yoo, Kim Tae-ri, Choi Woo-shik","unexpected meeting, long distance",English,,Sony Pictures
MOV112671,The Blue Horizon 561,Horror,1992.0,James Wan,"Shah Rukh Khan, Deepika Padukone, Manoj Bajpayee, Priyanka Chopra Jonas","possession, urban legend",English,108.0,Sun Pictures
MOV112778,The Distant Garden 878,Thriller,2008.0,Nagraj Manjule,"Daniel Kaluuya, Lupita Nyong'o, John David Washington","conspiracy, blackmail",English,149.0,Universal Pictures
MOV111622,The Secret Sky 317,"Crime, Comedy, Thriller",1995.0,David Fincher,"Gael GarcÃ­a Bernal, Tilda Swinton, Diego Luna","cat and mouse, detective, family",English,107.0,Lionsgate
MOV106374,The Forgotten Archive 508,Thriller,2002.0,Christopher Nolan,"Mads Mikkelsen, Thomas Bo Larsen, Sidse Babett Knudsen","blackmail, conspiracy",Telugu,180.0,Warner Bros. Pictures
MOV104385,A Voyage in Glass,Thriller,2011.0,Christopher Nolan,"Zendaya, TimothÃ©e Chalamet, Florence Pugh, Chris Evans","false identity, cat and mouse",Tamil,135.0,Warner Bros. Pictures
MOV112664,The Silent Bridge 682,"Drama, Animation",2025.0,Bong Joon Ho,"Daniel Kaluuya, Lupita Nyong'o, John David Washington","identity, coming of age, grief",Telugu,106.0,Paramount Pictures
MOV114462,The Parallel Harbor 776,Thriller,2015.0,Vetrimaaran,Unknown,"conspiracy, false identity",Tamil,126.0,A24
MOV103530,Clock of Paper,"Drama, Action, Sci-Fi",1989.0,S. S. Rajamouli,"Gael GarcÃ­a Bernal, Tilda Swinton, Diego Luna",Unknown,English,105.0,A24
MOV115750,The Glass Valley 527,"Mystery, Thriller",1999.0,Kabir Khan,"Zendaya, TimothÃ©e Chalamet, Florence Pugh","false identity, vanished witness, forensic clue",English,106.0,Red Chillies Entertainment
MOV108180,The Broken Letter 866,Comedy,2005.0,James Wan,"Adam Driver, Scarlett Johansson, Oscar Isaac","wedding, friendship",English,85.0,Universal Pictures
MOV106339,Falling at Sky,Drama,1999.0,Zoya Akhtar,"Ranbir Kapoor, Alia Bhatt, Vicky Kaushal","ambition, grief",Tamil,144.0,Paramount Pictures
MOV105436,Shadow of Crimson,Action,2001.0,Sanjay Leela Bhansali,"Zendaya, TimothÃ©e Chalamet, Florence Pugh","revenge, assassination",English,152.0,Netflix
MOV100640,A Voyage in Neon,Adventure,2005.0,Jordan Peele,"Irrfan Khan, Tabu, Nawazuddin Siddiqui","lost city, ancient map",Japanese,114.0,Universal Pictures
MOV119791,The Distant Frontier 464,Thriller,2007.0,ChloÃ© Zhao,"Priyanka Chopra Jonas, Ranveer Singh, Anushka Sharma","conspiracy, false identity",English,116.0,Paramount Pictures
MOV111499,The Forgotten Kingdom 744,Romance,2022.0,Asghar Farhadi,"Vidya Balan, Shefali Shah, Rajesh Tailang","long distance, first love",Malayalam,115.0,Suresh Productions
MOV112368,The Broken Machine 958,"Horror, Drama, Thriller",2005.0,David Fincher,"Dulquer Salmaan, Parvathy Thiruvothu, Fahadh Faasil","haunted house, coming of age, missing person, surveillance, ritual, family secrets",Hindi,106.0,Sony Pictures
MOV118246,The Parallel Mirror 74,Drama,1997.0,Denis Villeneuve,"Tony Leung, Tang Wei, Andy Lau","identity, ambition",English,136.0,Paramount Pictures
MOV109460,The Broken Clock 28,"Adventure, Drama",2015.0,Denis Villeneuve,"Ryan Gosling, Margot Robbie, Brian Tyree Henry","grief, family secrets, lost city, expedition",English,128.0,Paramount Pictures
MOV105498,A Forest in Midnight,"Comedy, Drama, Thriller",1992.0,Christopher Nolan,"Gael GarcÃ­a Bernal, Tilda Swinton, Diego Luna","family secrets, ambition, cat and mouse, workplace, awkward romance, surveillance",Tamil,177.0,Excel Entertainment
MOV116770,The Last Horizon 28,"Drama, Fantasy, Horror",2022.0,Zoya Akhtar,"Rinko Kikuchi, Masami Nagasawa, Hidetoshi Nishijima","ritual, ambition, haunted house",English,132.0,Amazon MGM Studios
MOV116702,The Last Sky 381,Adventure,2024.0,S. S. Rajamouli,"Ryan Gosling, Margot Robbie, Brian Tyree Henry","wilderness, treasure hunt",English,111.0,Netflix
MOV104945,The Blue Machine,Thriller,2023.0,Asghar Farhadi,"Rinko Kikuchi, Masami Nagasawa, Hidetoshi Nishijima, Suriya","conspiracy, cat and mouse",English,113.0,Netflix
MOV105761,Clock of Midnight,"Drama, Adventure",2020.0,Anurag Kashyap,"Ayushmann Khurrana, Bhumi Pednekar, Pankaj Tripathi","ancient map, grief, coming of age, expedition",English,,Excel Entertainment
MOV112844,The Hidden Lantern 410,"Thriller, Mystery",2015.0,Bong Joon Ho,"Dev Patel, Freida Pinto, Roshan Seth","forensic clue, surveillance, cryptic letter, conspiracy",English,141.0,Sony Pictures
MOV117965,The Glass Horizon 777,Romance,2018.0,S. S. Rajamouli,"Triptii Dimri, Rajkummar Rao, Vijay Varma","first love, wedding",Mandarin,119.0,Sony Pictures
MOV106240,Between Glass and Frontier,Thriller,1997.0,ChloÃ© Zhao,"Shah Rukh Khan, Deepika Padukone, Manoj Bajpayee","conspiracy, cat and mouse",Spanish,122.0,Netflix
MOV105053,Voyage of Midnight,Action,2017.0,Steven Spielberg,"Prithviraj Sukumaran, Parvathy Thiruvothu, Tovino Thomas","chase, rescue",English,85.0,Universal Pictures
MOV112000,The Crimson Echo 93,Drama,2010.0,Meghna Gulzar,"Suriya, Jyotika, Karthi","coming of age, grief",Hindi,133.0,Lionsgate
MOV110140,The Last Lantern 504,Drama,2022.0,Ayan Mukerji,"Mads Mikkelsen, Thomas Bo Larsen, Sidse Babett Knudsen","class divide, coming of age",English,128.0,Warner Bros. Pictures
MOV112995,The Winter Clock 314,Action,2013.0,Sanjay Leela Bhansali,"Dhanush, Sai Pallavi, Prakash Raj","heist, rescue",English,132.0,Sony Pictures
MOV110024,The Falling Valley 322,"Action, Thriller",2012.0,Nagraj Manjule,"Vidya Balan, Shefali Shah, Rajesh Tailang","surveillance, rescue, mercenary, conspiracy",English,93.0,Lyca Productions
MOV110566,The Autumn Letter 499,Horror,2000.0,Denis Villeneuve,"Vidya Balan, Shefali Shah, Rajesh Tailang","isolated village, haunted house",Japanese,188.0,Netflix
MOV105442,Hidden Beyond the Shadow,"Comedy, Thriller",2005.0,Aparna Sen,"Dhanush, Sai Pallavi, Prakash Raj","missing person, blackmail, family, misunderstanding",Hindi,123.0,Amazon MGM Studios
MOV102870,The Neon Voyage,"Crime, Drama",1996.0,Christopher Nolan,"Ranbir Kapoor, Alia Bhatt, Vicky Kaushal","redemption, corruption, family secrets, organized crime",Hindi,171.0,20th Century Studios
MOV116310,The Northern Story 638,Action,2003.0,Ayan Mukerji,"Michael B. Jordan, Tessa Thompson, Lakeith Stanfield","revenge, assassination",German,93.0,Dharma Productions
MOV109275,The Last Signal 207,"Comedy, Crime",2008.0,Sanjay Leela Bhansali,"Rinko Kikuchi, Masami Nagasawa, Hidetoshi Nishijima","money laundering, corruption, family, awkward romance",English,125.0,Universal Pictures
MOV102481,Neon Shadow,"Fantasy, Comedy",,Karthik Subbaraj,"Ayushmann Khurrana, Bhumi Pednekar, Pankaj Tripathi","enchanted forest, friendship, awkward romance, ancient prophecy",English,97.0,Paramount Pictures
MOV103616,The Wild Kingdom,Romance,2012.0,Patty Jenkins,"Shah Rukh Khan, Deepika Padukone, Manoj Bajpayee","heartbreak, unexpected meeting",English,127.0,Unknown
MOV105445,The Glass Shadow,"Adventure, Romance, Horror",2022.0,Christopher Nolan,"Zendaya, TimothÃ©e Chalamet, Florence Pugh","first love, curse, urban legend, survival",Hindi,82.0,20th Century Studios
MOV102190,Shadow of Paper,Romance,1994.0,Greta Gerwig,"Zendaya, TimothÃ©e Chalamet, Florence Pugh","long distance, first love",Hindi,156.0,Universal Pictures
MOV108285,The Autumn Season 883,Comedy,2013.0,Denis Villeneuve,"Zendaya, TimothÃ©e Chalamet, Florence Pugh","friendship, misunderstanding",English,144.0,Paramount Pictures
MOV101967,The Distant Voyage,"Thriller, Drama",1976.0,Denis Villeneuve,"PenÃ©lope Cruz, Javier Bardem, Antonio Banderas","betrayal, coming of age, conspiracy, false identity",English,180.0,Hombale Films
MOV110120,The Autumn Witness 347,Thriller,2012.0,Gauri Shinde,"Prithviraj Sukumaran, Parvathy Thiruvothu, Tovino Thomas","cat and mouse, surveillance",English,172.0,Toho
MOV113144,The Endless Witness 973,"Adventure, Horror, Action",2010.0,Steven Spielberg,"Michael B. Jordan, Tessa Thompson, Lakeith Stanfield","wilderness, lost city, urban legend, revenge",Telugu,139.0,Netflix
MOV107310,The Crimson Echo 88,"Horror, Crime",2020.0,Alfonso CuarÃ³n,"Tom Hanks, Emily Blunt, John Boyega",Unknown,Telugu,119.0,Warner Bros. Pictures
MOV101500,Between Paper and Horizon,"Adventure, Comedy",2024.0,Christopher Nolan,"Mads Mikkelsen, Thomas Bo Larsen, Sidse Babett Knudsen","treasure hunt, wedding, friendship, survival",English,174.0,Paramount Pictures
MOV104277,Restless at Machine,Horror,2014.0,Damien Chazelle,"Tom Hanks, Emily Blunt, John Boyega, Cillian Murphy","possession, haunted house",Malayalam,94.0,Warner Bros. Pictures
MOV109731,The Autumn Moon 892,Drama,2023.0,Lijo Jose Pellissery,"Rinko Kikuchi, Masami Nagasawa, Hidetoshi Nishijima, Adam Driver","grief, coming of age",English,181.0,Yash Raj Films
MOV117308,The Blue Lantern 162,"Thriller, Horror",2022.0,Nagraj Manjule,"Song Kang-ho, Bae Doona, Park So-dam","isolated village, blackmail, missing person",Unknown,112.0,Dharma Productions
MOV118659,The Midnight Bridge 662,Comedy,1999.0,Denis Villeneuve,"Saoirse Ronan, Andrew Scott, Jessie Buckley","workplace, road trip",English,113.0,A24
MOV119421,The Burning Machine 331,Thriller,2003.0,Kabir Khan,"Dev Patel, Freida Pinto, Roshan Seth","cat and mouse, missing person",English,115.0,PathÃ©
MOV116689,The Restless Season 555,"Horror, Crime",1997.0,Sanjay Leela Bhansali,"Michael B. Jordan, Tessa Thompson, Lakeith Stanfield","ritual, corruption, detective, curse",English,89.0,20th Century Studios
MOV106101,Clock of Falling,"Comedy, Drama",1993.0,Christopher Nolan,"Mads Mikkelsen, Thomas Bo Larsen, Sidse Babett Knudsen","misunderstanding, awkward romance, identity, redemption",Tamil,139.0,Studio Ghibli
MOV102021,Falling at Voyage,Drama,2018.0,Damien Chazelle,"Ryan Gosling, Margot Robbie, Brian Tyree Henry","grief, coming of age",English,131.0,Warner Bros. Pictures
MOV107077,The Secret Shadow 109,"Romance, Drama, Crime",2023.0,Farhan Akhtar,"Zendaya, TimothÃ©e Chalamet, Florence Pugh, Michael B. Jordan","corruption, coming of age, grief, detective, unexpected meeting",English,125.0,Warner Bros. Pictures
MOV115346,The Blue Forest 329,Thriller,2000.0,Rajkumar Hirani,"Chris Evans, Ana de Armas, Oscar Isaac","blackmail, cat and mouse",English,164.0,Mythri Movie Makers
MOV102399,The Borrowed Mirror,Action,2002.0,Bong Joon Ho,"Tony Leung, Tang Wei, Andy Lau","warzone, mercenary",Hindi,105.0,Mythri Movie Makers
MOV104627,Last Beyond the Shadow,Drama,1989.0,Bong Joon Ho,"Nana Patekar, Tabu, Konkona Sen Sharma","identity, ambition",English,125.0,Paramount Pictures
MOV100008,The Restless Clock,"Drama, Thriller, Sci-Fi",2023.0,S. S. Rajamouli,"Ayushmann Khurrana, Bhumi Pednekar, Pankaj Tripathi","artificial intelligence, class divide, missing person, family secrets, cat and mouse",Tamil,130.0,Mythri Movie Makers
MOV118370,The Paper Harbor 681,Action,2006.0,Zoya Akhtar,"Dhanush, Sai Pallavi, Prakash Raj","revenge, chase",Tamil,116.0,Hombale Films
MOV100327,Borrowed Lantern,"Romance, Drama",2016.0,Ayan Mukerji,"Rajkummar Rao, Taapsee Pannu, Pankaj Tripathi","unexpected meeting, redemption, long distance, betrayal",Tamil,119.0,A24
MOV113109,The Borrowed Season 894,Drama,2008.0,Anurag Kashyap,"Mads Mikkelsen, Thomas Bo Larsen, Sidse Babett Knudsen","betrayal, class divide",English,134.0,DreamWorks Animation
MOV113433,The Borrowed Promise 314,"Horror, Thriller",2021.0,James Wan,"Mads Mikkelsen, Thomas Bo Larsen, Sidse Babett Knudsen","curse, conspiracy, haunted house, missing person",English,193.0,A24
MOV109066,The Endless Mirror 868,Action,2019.0,Ryusuke Hamaguchi,"Saoirse Ronan, Andrew Scott, Jessie Buckley","revenge, undercover",Hindi,153.0,Red Chillies Entertainment
MOV109124,The Falling Kingdom 252,"Sci-Fi, Drama",2018.0,Rajkumar Hirani,"Aamir Khan, Richa Chadda, Vijay Raaz","time travel, identity, coming of age, artificial intelligence",English,174.0,Lionsgate
MOV103498,The Fading Kingdom,"Drama, Crime",2019.0,S. S. Rajamouli,"Dev Patel, Freida Pinto, Roshan Seth","ambition, organized crime, coming of age, money laundering",Hindi,140.0,PathÃ©
MOV100787,Between Restless and Harbor,Adventure,2008.0,Denis Villeneuve,"Ranbir Kapoor, Alia Bhatt, Vicky Kaushal","survival, expedition",Hindi,122.0,Universal Pictures
MOV113682,The Crimson Letter 784,"Horror, Thriller",1994.0,Meghna Gulzar,"Suriya, Jyotika, Karthi","cat and mouse, urban legend, haunted house, blackmail",English,133.0,Warner Bros. Pictures
MOV107357,The Sacred City 51,"Comedy, Thriller",2024.0,Bong Joon Ho,"Dev Patel, Freida Pinto, Roshan Seth","conspiracy, workplace, missing person, family",Hindi,168.0,Lionsgate
MOV105246,Burning Beyond the Mirror,Sci-Fi,2008.0,S. S. Rajamouli,"Gael GarcÃ­a Bernal, Tilda Swinton, Diego Luna","artificial intelligence, space mission",English,176.0,Amazon MGM Studios
MOV116938,The Silver Signal 583,"Adventure, Romance",2022.0,Taika Waititi,"Rinko Kikuchi, Masami Nagasawa, Hidetoshi Nishijima","wedding, expedition, survival, heartbreak",English,,Red Chillies Entertainment
MOV113229,The Winter Forest 680,Action,2005.0,Meghna Gulzar,"Adam Driver, Scarlett Johansson, Oscar Isaac","assassination, undercover",English,110.0,Lionsgate
MOV118189,The Midnight Harbor 905,"Action, Drama",2014.0,Christopher Nolan,"Tom Hanks, Emily Blunt, John Boyega","mercenary, heist, redemption, class divide",Hindi,144.0,Sony Pictures
MOV112944,The Sacred Room 657,Thriller,2006.0,Mira Nair,"Tony Leung, Tang Wei, Andy Lau","blackmail, cat and mouse",Marathi,173.0,Sun Pictures
MOV103540,The Lost Harbor,"Romance, Action",2020.0,Patty Jenkins,"Tom Hanks, Emily Blunt, John Boyega","espionage, heartbreak, wedding, revenge",Tamil,160.0,Excel Entertainment
MOV106844,The Fading Valley 615,"Thriller, Romance",2010.0,Park Chan-wook,"Rinko Kikuchi, Masami Nagasawa, Hidetoshi Nishijima","missing person, conspiracy, heartbreak, wedding",English,109.0,Netflix
MOV105362,Glass at Valley,Mystery,2013.0,Unknown,"Daniel Kaluuya, Lupita Nyong'o, John David Washington","vanished witness, forensic clue",English,157.0,Warner Bros. Pictures
MOV110365,The Parallel Garden 762,Comedy,2024.0,Taika Waititi,"Aamir Khan, Richa Chadda, Vijay Raaz","wedding, workplace",English,110.0,Paramount Pictures
MOV110473,The Golden Echo 562,"Crime, Mystery, Drama",1979.0,Bong Joon Ho,"Nawazuddin Siddiqui, Vijay Varma, Shefali Shah","secret room, vanished witness, corruption",English,90.0,Phantom Films
MOV100103,Broken Machine,"Action, Drama",2015.0,Meghna Gulzar,"Tom Hanks, Emily Blunt, John Boyega","mercenary, chase, redemption, grief",English,121.0,20th Century Studios
MOV116029,The Last Bridge 358,Drama,1973.0,Steven Spielberg,"Adam Driver, Scarlett Johansson, Oscar Isaac","coming of age, betrayal",English,109.0,Red Chillies Entertainment
MOV100725,Borrowed Beyond the City,Crime,1980.0,Park Chan-wook,"Dulquer Salmaan, Parvathy Thiruvothu, Fahadh Faasil","corruption, stolen evidence",English,134.0,Gaumont
MOV111182,The Hidden Clock 334,"Action, Crime, Mystery",1994.0,Denis Villeneuve,"Daniel Kaluuya, Lupita Nyong'o, John David Washington","assassination, stolen evidence, forensic clue, money laundering",Spanish,141.0,Geetha Arts
MOV114129,The Crimson Shadow 148,Adventure,2008.0,Steven Spielberg,"Irrfan Khan, Tabu, Nawazuddin Siddiqui","treasure hunt, wilderness",Tamil,,Red Chillies Entertainment
MOV109667,The Blue Witness 425,Drama,2016.0,Denis Villeneuve,Unknown,"grief, betrayal",English,130.0,Sony Pictures
MOV105575,A City in Neon,Thriller,2023.0,Steven Spielberg,"Aamir Khan, Richa Chadda, Vijay Raaz","cat and mouse, surveillance",English,135.0,Yash Raj Films
MOV101619,Paper Moon,"Romance, Comedy, Horror",2008.0,Christopher Nolan,"Tony Leung, Tang Wei, Andy Lau","urban legend, second chance, possession, unexpected meeting, family, misunderstanding",English,105.0,Warner Bros. Pictures
MOV116908,The Electric Horizon 33,Drama,2014.0,Steven Spielberg,"Rajkummar Rao, Taapsee Pannu, Pankaj Tripathi","family secrets, coming of age",Malayalam,126.0,Netflix
MOV117314,The Secret Archive 193,"Thriller, Action",2014.0,Christopher Nolan,"Saoirse Ronan, Andrew Scott, Jessie Buckley","conspiracy, rescue, surveillance, warzone",Tamil,105.0,Paramount Pictures
MOV101919,Voyage of Last,Comedy,2022.0,Park Chan-wook,"Gael GarcÃ­a Bernal, Tilda Swinton, Diego Luna","awkward romance, misunderstanding",English,122.0,Paramount Pictures
MOV106739,The Velvet Bridge 187,"Crime, Horror",1977.0,Ayan Mukerji,"Nana Patekar, Tabu, Konkona Sen Sharma","haunted house, money laundering, curse, stolen evidence",Hindi,140.0,A24
MOV113847,The Secret Promise 28,Fantasy,2017.0,James Wan,Unknown,"mythical kingdom, enchanted forest",Hindi,133.0,Warner Bros. Pictures
MOV104646,Between Parallel and House,Drama,2010.0,David Fincher,"Rinko Kikuchi, Masami Nagasawa, Hidetoshi Nishijima, Ayushmann Khurrana","grief, coming of age",Hindi,124.0,CJ ENM
MOV116265,The Glass Archive 911,Crime,1985.0,David Fincher,"Michael B. Jordan, Tessa Thompson, Lakeith Stanfield","detective, corruption",Bengali,126.0,20th Century Studios
MOV104209,Electric Station,"Comedy, Thriller",2025.0,Zoya Akhtar,"Nawazuddin Siddiqui, Vijay Varma, Shefali Shah","surveillance, misunderstanding, family, false identity",Spanish,,Netflix
MOV116970,The Fading Frontier 277,"Romance, Crime",2008.0,Steven Spielberg,"Sanya Malhotra, Vikrant Massey, Vijay Raaz, Ranbir Kapoor","organized crime, second chance, wedding, detective",English,115.0,Amazon MGM Studios
MOV116880,The Golden Station 128,"Thriller, Horror",2019.0,Bong Joon Ho,"Priyanka Chopra Jonas, Ranveer Singh, Anushka Sharma","urban legend, isolated village, false identity",Hindi,137.0,Red Chillies Entertainment
MOV106030,Between Endless and Valley,"Drama, Mystery",2020.0,Steven Spielberg,"Mads Mikkelsen, Thomas Bo Larsen, Sidse Babett Knudsen","cryptic letter, identity, forensic clue, coming of age",English,156.0,Red Chillies Entertainment
MOV116040,The Lost Valley 172,"Adventure, Crime, Romance",2014.0,Greta Gerwig,"Vijay, Trisha Krishnan, Arjun Sarja","corruption, second chance, gang rivalry, ancient map",English,133.0,Unknown
MOV109057,The Falling Story 120,Action,2003.0,Rajkumar Hirani,"Rinko Kikuchi, Masami Nagasawa, Hidetoshi Nishijima","revenge, heist",Bengali,149.0,CJ ENM
MOV107967,The Crimson Story 613,Crime,2020.0,Makoto Shinkai,"Shah Rukh Khan, Deepika Padukone, Manoj Bajpayee, Ayushmann Khurrana","organized crime, money laundering",English,156.0,Toho
MOV114841,The Golden Harbor 116,"Action, Horror",2019.0,Greta Gerwig,"Priyanka Chopra Jonas, Ranveer Singh, Anushka Sharma","haunted house, espionage, assassination",English,116.0,Red Chillies Entertainment
MOV118588,The Falling Echo 919,"Comedy, Animation, Thriller",2018.0,Greta Gerwig,"Rinko Kikuchi, Masami Nagasawa, Hidetoshi Nishijima","inventor, conspiracy, coming of age, friendship, surveillance, workplace",Malayalam,110.0,Universal Pictures
MOV112785,The Autumn River 535,Romance,1999.0,Rian Johnson,"Mammootty, Nimisha Sajayan, Roshan Mathew","wedding, heartbreak",Japanese,137.0,Lionsgate
MOV108306,The Crimson Letter 490,"Action, Romance",2014.0,Christopher Nolan,"Irrfan Khan, Tabu, Nawazuddin Siddiqui","long distance, chase, undercover, unexpected meeting",Hindi,166.0,Universal Pictures
MOV104441,Lantern of Golden,Romance,2023.0,Unknown,Unknown,"heartbreak, unexpected meeting",Hindi,102.0,Sony Pictures
MOV114612,The Winter Lantern 540,Drama,1987.0,Denis Villeneuve,"Tony Leung, Tang Wei, Andy Lau","family secrets, betrayal",English,129.0,Excel Entertainment
MOV104082,Winter at City,"Action, Adventure",1986.0,Ayan Mukerji,"Cillian Murphy, Rebecca Ferguson, Robert Pattinson","undercover, warzone, wilderness, ancient map",English,90.0,20th Century Studios
MOV113704,The Electric Signal 590,"Horror, Drama",2003.0,Vetrimaaran,"Triptii Dimri, Rajkummar Rao, Vijay Varma","family secrets, grief, ritual, nightmare",Marathi,159.0,Phantom Films
MOV100867,Endless at Mirror,Action,1979.0,Kabir Khan,"Ayushmann Khurrana, Bhumi Pednekar, Pankaj Tripathi","rescue, mercenary",English,121.0,Yash Raj Films
MOV101153,Blue Beyond the Garden,Romance,2001.0,Greta Gerwig,"Dhanush, Sai Pallavi, Prakash Raj, Nawazuddin Siddiqui","unexpected meeting, heartbreak",English,118.0,Sony Pictures
MOV111329,The Lost River 49,Sci-Fi,2015.0,James Wan,"Dhanush, Sai Pallavi, Prakash Raj","artificial intelligence, climate collapse",Hindi,194.0,PathÃ©
MOV110783,The Neon Kingdom 908,"Thriller, Horror, Drama",2012.0,Alfonso CuarÃ³n,"Aamir Khan, Richa Chadda, Vijay Raaz","family secrets, missing person, false identity, coming of age, nightmare",Malayalam,84.0,Hombale Films
MOV119658,The Forgotten Machine 111,"Comedy, Drama, Crime",2024.0,Lokesh Kanagaraj,"Ryan Gosling, Margot Robbie, Brian Tyree Henry","family secrets, grief, awkward romance, gang rivalry",Telugu,152.0,Universal Pictures
MOV105542,Between Velvet and Shadow,Romance,2016.0,Christopher Nolan,"Suriya, Jyotika, Karthi, Song Kang-ho","long distance, wedding",Hindi,129.0,Phantom Films
MOV117817,The Broken Machine 107,"Crime, Thriller",2013.0,ChloÃ© Zhao,"Tom Hanks, Emily Blunt, John Boyega","stolen evidence, blackmail, gang rivalry, missing person",Spanish,120.0,Dharma Productions
MOV106806,The Paper Voyage 12,Mystery,2008.0,Lokesh Kanagaraj,"Song Kang-ho, Bae Doona, Park So-dam","cryptic letter, forensic clue",Bengali,121.0,Yash Raj Films
MOV104375,A Station in Glass,"Horror, Action",2014.0,S. S. Rajamouli,"Gong Yoo, Kim Tae-ri, Choi Woo-shik","possession, chase, curse, warzone",Hindi,135.0,Dharma Productions
MOV117159,The Hidden Bridge 85,Drama,2023.0,Bong Joon Ho,"Ryan Gosling, Margot Robbie, Brian Tyree Henry","ambition, class divide",English,150.0,Sun Pictures
MOV109710,The Restless City 562,"Romance, Adventure, Sci-Fi",2018.0,Shoojit Sircar,"Ryan Gosling, Margot Robbie, Brian Tyree Henry","treasure hunt, unexpected meeting, survival, wedding, android, climate collapse",Hindi,147.0,Toho
MOV106335,The Parallel Horizon 241,Thriller,2025.0,Hayao Miyazaki,"Dev Patel, Freida Pinto, Roshan Seth","surveillance, false identity",English,182.0,Paramount Pictures
MOV106048,A Horizon in Parallel,Fantasy,2024.0,Asghar Farhadi,"Song Kang-ho, Bae Doona, Park So-dam","enchanted forest, ancient prophecy",Hindi,123.0,Excel Entertainment
MOV110644,The Crimson Signal 441,"Thriller, Romance, Comedy",1986.0,Park Chan-wook,"Adam Driver, Scarlett Johansson, Oscar Isaac","unexpected meeting, awkward romance, wedding",English,134.0,Universal Pictures
MOV106058,Lost Frontier,"Action, Mystery",2015.0,Lokesh Kanagaraj,"PenÃ©lope Cruz, Javier Bardem, Antonio Banderas","secret room, forensic clue, warzone, rescue",Tamil,120.0,Sony Pictures
MOV114211,The Secret Voyage 986,"Action, Thriller",2017.0,Christopher Nolan,"Dhanush, Sai Pallavi, Prakash Raj","blackmail, mercenary, heist, missing person",Tamil,150.0,Universal Pictures
MOV107808,The Winter Sky 360,"Romance, Action",2022.0,Christopher Nolan,"Zendaya, TimothÃ©e Chalamet, Florence Pugh","revenge, espionage, long distance, heartbreak",Malayalam,126.0,Sun Pictures
MOV100512,Falling Beyond the Sky,"Sci-Fi, Comedy",2002.0,Karthik Subbaraj,"Song Kang-ho, Bae Doona, Park So-dam, Vijay","space mission, time travel, road trip, awkward romance",English,131.0,Unknown
