Movie_ID,Title,Genres,Release_Year,Director,Cast,Keywords,Language,Runtime,Production_Company,Budget,Revenue,Popularity,Vote_Count,Average_Rating,Rating_Count,Rating_Std,Minimum_Rating,Maximum_Rating,Movie_Age,ROI,Rating_Confidence,Popularity_Category,Revenue_Category,Content_Features
MOV102279,Burning at Letter,Comedy,1985.0,Denis Villeneuve,"Suriya, Jyotika, Karthi","friendship, misunderstanding",English,183.0,A24,7150000.0,9900000.0,6.020236229343425,3566.0,0.0,0.0,0.0,0.0,0.0,41.0,0.38461538461538464,0.0,High,Low,comedy denis villeneuve suriya  jyotika  karthi friendship  misunderstanding english a24
MOV118865,The Neon Sky 336,Comedy,2020.0,Greta Gerwig,"Suriya, Jyotika, Karthi","road trip, awkward romance",English,89.0,Sun Pictures,39750000.0,122900000.0,0.2053056614885888,242.0,2.0,1.0,0.0,2.0,2.0,6.0,2.0918238993710694,0.6931471805599453,Low,Very High,comedy greta gerwig suriya  jyotika  karthi road trip  awkward romance english sun pictures
MOV118450,The Borrowed Moon 795,Horror,2001.0,Nagraj Manjule,"Gael GarcÃ­a Bernal, Tilda Swinton, Diego Luna","urban legend, ritual",Korean,131.0,Lionsgate,1650000.0,1800000.0,7.601005029571191,1973.0,5.0,2.0,0.0,5.0,5.0,25.0,0.09090909090909091,1.0986122886681098,High,Low,horror nagraj manjule gael garcã­a bernal  tilda swinton  diego luna urban legend  ritual korean lionsgate
MOV107014,The Wild Forest 451,"Crime, Romance",2016.0,Greta Gerwig,"Rajinikanth, Fahadh Faasil, Ritika Singh","first love, heartbreak, detective, money laundering",Malayalam,104.0,Sony Pictures,149650000.0,382300000.0,3.537481367823665,1368.0,3.5,4.0,0.5773502691896257,3.0,4.0,10.0,1.55462746408286,1.6094379124341003,Medium,Very High,crime  romance greta gerwig rajinikanth  fahadh faasil  ritika singh first love  heartbreak  detective  money laundering malayalam sony pictures
MOV118834,The Fading Promise 313,"Comedy, Adventure, Horror",1996.0,Jordan Peele,"Dhanush, Sai Pallavi, Prakash Raj","wedding, treasure hunt, lost city, misunderstanding, urban legend",English,120.0,Universal Pictures,18750000.0,93800000.0,78.96518791379489,17161.0,0.0,0.0,0.0,0.0,0.0,30.0,4.002666666666666,0.0,Very High,High,comedy  adventure  horror jordan peele dhanush  sai pallavi  prakash raj wedding  treasure hunt  lost city  misunderstanding  urban legend english universal pictures
MOV101675,Paper Frontier,Crime,2018.0,Lokesh Kanagaraj,"Shah Rukh Khan, Deepika Padukone, Manoj Bajpayee, Michael B. Jordan","detective, money laundering",English,92.0,Warner Bros. Pictures,5950000.0,12600000.0,9.76399502720157,192.0,0.0,0.0,0.0,0.0,0.0,8.0,1.1176470588235294,0.0,High,Low,crime lokesh kanagaraj shah rukh khan  deepika padukone  manoj bajpayee  michael b. jordan detective  money laundering english warner bros. pictures
MOV107732,The Parallel Mirror 889,Adventure,2014.0,Christopher Nolan,"Tom Hanks, Emily Blunt, John Boyega","survival, wilderness",English,158.0,Hombale Films,15400000.0,25200000.0,3.494136274539464,1658.0,4.75,4.0,0.5,4.0,5.0,12.0,0.6363636363636364,1.6094379124341003,Medium,Medium,adventure christopher nolan tom hanks  emily blunt  john boyega survival  wilderness english hombale films
MOV114977,The Wild Horizon 804,Thriller,2019.0,Denis Villeneuve,"Adam Driver, Scarlett Johansson, Oscar Isaac, Gael GarcÃ­a Bernal","conspiracy, cat and mouse",Telugu,160.0,Geetha Arts,109750000.0,84100000.0,27.05616198786051,1551.0,0.0,0.0,0.0,0.0,0.0,7.0,-0.2337129840546697,0.0,Very High,High,thriller denis villeneuve adam driver  scarlett johansson  oscar isaac  gael garcã­a bernal conspiracy  cat and mouse telugu geetha arts
MOV104056,The Silent Shadow,"Sci-Fi, Comedy",2020.0,Vetrimaaran,"Dev Patel, Freida Pinto, Roshan Seth","artificial intelligence, parallel universe, wedding",English,110.0,Netflix,26550000.0,40700000.0,6.570105355908092,6183.0,0.0,0.0,0.0,0.0,0.0,6.0,0.5329566854990584,0.0,High,High,sci-fi  comedy vetrimaaran dev patel  freida pinto  roshan seth artificial intelligence  parallel universe  wedding english netflix
MOV118209,The Fading House 226,Comedy,1999.0,Christopher Nolan,"Vijay, Trisha Krishnan, Arjun Sarja, Tom Hanks","friendship, road trip",Hindi,107.0,20th Century Studios,2200000.0,12700000.0,0.0,271.0,4.0,1.0,0.0,4.0,4.0,27.0,4.7727272727272725,0.6931471805599453,Low,Low,comedy christopher nolan vijay  trisha krishnan  arjun sarja  tom hanks friendship  road trip hindi 20th century studios
MOV111392,The Glass Season 459,"Romance, Horror, Action, Thriller",2013.0,Anurag Kashyap,"Adam Driver, Scarlett Johansson, Oscar Isaac","revenge, warzone, haunted house",Malayalam,110.0,Paramount Pictures,16550000.0,21400000.0,2.59352774584777,523.0,3.25,4.0,1.707825127659933,1.0,5.0,13.0,0.2930513595166163,1.6094379124341003,Medium,Medium,romance  horror  action  thriller anurag kashyap adam driver  scarlett johansson  oscar isaac revenge  warzone  haunted house malayalam paramount pictures
MOV118899,The Restless Lantern 657,"Romance, Action",2002.0,S. S. Rajamouli,"Michael B. Jordan, Tessa Thompson, Lakeith Stanfield","espionage, warzone, first love, wedding",Korean,0.0,Lionsgate,11500000.0,31500000.0,11.312686101908472,5788.0,4.0,1.0,0.0,4.0,4.0,24.0,1.7391304347826086,0.6931471805599453,Very High,Medium,romance  action s. s. rajamouli michael b. jordan  tessa thompson  lakeith stanfield espionage  warzone  first love  wedding korean lionsgate
MOV101291,Fading at Season,"Crime, Comedy",1989.0,Denis Villeneuve,"Sanya Malhotra, Vikrant Massey, Vijay Raaz","money laundering, gang rivalry, awkward romance",English,98.0,Excel Entertainment,8300000.0,3300000.0,9.820766861891755,3621.0,5.0,1.0,0.0,5.0,5.0,37.0,-0.6024096385542169,0.6931471805599453,High,Low,crime  comedy denis villeneuve sanya malhotra  vikrant massey  vijay raaz money laundering  gang rivalry  awkward romance english excel entertainment
MOV112465,The Velvet Letter 388,"Drama, Romance",2025.0,Denis Villeneuve,"Mammootty, Nimisha Sajayan, Roshan Mathew","first love, class divide, identity, unexpected meeting",English,93.0,Excel Entertainment,28800000.0,14700000.0,2.762645659761725,1748.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.4895833333333333,0.0,Medium,Low,drama  romance denis villeneuve mammootty  nimisha sajayan  roshan mathew first love  class divide  identity  unexpected meeting english excel entertainment
MOV116383,The Distant Sky 902,Fantasy,2010.0,Zoya Akhtar,"Mammootty, Nimisha Sajayan, Roshan Mathew",Unknown,Unknown,176.0,Suresh Productions,2250000.0,3500000.0,1.2429483728725228,626.0,4.0,3.0,0.0,4.0,4.0,16.0,0.5555555555555556,1.3862943611198906,Low,Low,fantasy zoya akhtar mammootty  nimisha sajayan  roshan mathew unknown unknown suresh productions
MOV105961,Valley of Sacred,"Horror, Sci-Fi",1979.0,Bong Joon Ho,"Vidya Balan, Shefali Shah, Rajesh Tailang","haunted house, parallel universe, artificial intelligence, isolated village",Tamil,99.0,Universal Pictures,5850000.0,8600000.0,2.928329901424501,1918.0,4.0,2.0,1.4142135623730951,3.0,5.0,47.0,0.4700854700854701,1.0986122886681098,Medium,Low,horror  sci-fi bong joon ho vidya balan  shefali shah  rajesh tailang haunted house  parallel universe  artificial intelligence  isolated village tamil universal pictures
MOV105228,A Frontier in Falling,"Comedy, Crime",2001.0,Farhan Akhtar,"Chris Evans, Ana de Armas, Oscar Isaac","corruption, friendship, stolen evidence",English,99.0,Yash Raj Films,11550000.0,30800000.0,5.993192928287556,377.0,4.0,2.0,0.0,4.0,4.0,25.0,1.6666666666666667,1.0986122886681098,High,Medium,comedy  crime farhan akhtar chris evans  ana de armas  oscar isaac corruption  friendship  stolen evidence english yash raj films
MOV104396,Last at Witness,Action,2024.0,Ayan Mukerji,"Nawazuddin Siddiqui, Vijay Varma, Shefali Shah","mercenary, rescue",English,119.0,Amazon MGM Studios,16850000.0,21500000.0,18.63390586488277,2015.0,3.0,1.0,0.0,3.0,3.0,2.0,0.27596439169139464,0.6931471805599453,Very High,Medium,action ayan mukerji nawazuddin siddiqui  vijay varma  shefali shah mercenary  rescue english amazon mgm studios
MOV106940,The Golden River 191,"Adventure, Comedy",2023.0,CÃ©line Sciamma,"Suriya, Jyotika, Karthi","treasure hunt, family, workplace",Hindi,161.0,Universal Pictures,22900000.0,867300000.0,7.236074335416123,874.0,4.5,4.0,0.5773502691896257,4.0,5.0,3.0,36.87336244541485,1.6094379124341003,High,Very High,adventure  comedy cã©line sciamma suriya  jyotika  karthi treasure hunt  family  workplace hindi universal pictures
MOV116057,The Sacred Signal 171,"Drama, Thriller",2011.0,Steven Spielberg,"Rajinikanth, Fahadh Faasil, Ritika Singh, Rajinikanth","family secrets, identity, missing person, conspiracy",Malayalam,156.0,A24,29350000.0,50800000.0,2.766820708184538,330.0,4.0,2.0,1.4142135623730951,3.0,5.0,15.0,0.7308347529812607,1.0986122886681098,Medium,High,drama  thriller steven spielberg rajinikanth  fahadh faasil  ritika singh  rajinikanth family secrets  identity  missing person  conspiracy malayalam a24
MOV100410,Electric at River,Sci-Fi,2017.0,Christopher Nolan,"Daniel Kaluuya, Lupita Nyong'o, John David Washington","parallel universe, climate collapse",Telugu,96.0,Warner Bros. Pictures,34500000.0,49000000.0,2.0225987006996675,606.0,3.0,3.0,1.0,2.0,4.0,9.0,0.42028985507246375,1.3862943611198906,Low,High,sci-fi christopher nolan daniel kaluuya  lupita nyong'o  john david washington parallel universe  climate collapse telugu warner bros. pictures
MOV116552,The Lost Signal 174,"Drama, Adventure, Crime",2003.0,Sanjay Leela Bhansali,"Cillian Murphy, Rebecca Ferguson, Robert Pattinson","family secrets, expedition, corruption, money laundering, survival, coming of age",Hindi,132.0,Red Chillies Entertainment,0.0,558500000.0,18.26099980227537,55615.0,3.3333333333333335,3.0,0.5773502691896257,3.0,4.0,23.0,0.0,1.3862943611198906,Very High,Very High,drama  adventure  crime sanjay leela bhansali cillian murphy  rebecca ferguson  robert pattinson family secrets  expedition  corruption  money laundering  survival  coming of age hindi red chillies entertainment
MOV114485,The Velvet Forest 903,Thriller,1982.0,James Wan,"Ayushmann Khurrana, Bhumi Pednekar, Pankaj Tripathi","surveillance, blackmail",English,94.0,Lionsgate,24900000.0,87200000.0,3.5705970820977155,1550.0,3.5,2.0,0.7071067811865476,3.0,4.0,44.0,2.502008032128514,1.0986122886681098,Medium,High,thriller james wan ayushmann khurrana  bhumi pednekar  pankaj tripathi surveillance  blackmail english lionsgate
MOV110652,The Hidden City 726,Mystery,2023.0,Meghna Gulzar,"Daniel Kaluuya, Lupita Nyong'o, John David Washington","forensic clue, unsolved murder",Malayalam,107.0,Studio Ghibli,13050000.0,38200000.0,1.3301090585686943,139.0,0.0,0.0,0.0,0.0,0.0,3.0,1.9272030651340997,0.0,Low,Medium,mystery meghna gulzar daniel kaluuya  lupita nyong'o  john david washington forensic clue  unsolved murder malayalam studio ghibli
MOV110118,The Autumn Road 365,"Thriller, Action",2003.0,ChloÃ© Zhao,"Saoirse Ronan, Andrew Scott, Jessie Buckley","surveillance, assassination, undercover, blackmail",Telugu,153.0,Sony Pictures,1800000.0,3600000.0,8.522110194805188,839.0,3.6666666666666665,3.0,1.1547005383792515,3.0,5.0,23.0,1.0,1.3862943611198906,High,Low,thriller  action chloã© zhao saoirse ronan  andrew scott  jessie buckley surveillance  assassination  undercover  blackmail telugu sony pictures
MOV118565,The Golden City 346,"Drama, Adventure",2008.0,Farhan Akhtar,"Tom Hanks, Emily Blunt, John Boyega","betrayal, survival, expedition, ambition",English,93.0,Netflix,111000000.0,58900000.0,2.4267507225176668,580.0,0.0,0.0,0.0,0.0,0.0,18.0,-0.46936936936936935,0.0,Medium,High,drama  adventure farhan akhtar tom hanks  emily blunt  john boyega betrayal  survival  expedition  ambition english netflix
MOV113605,The Parallel Signal 13,"Horror, Drama",2014.0,Mira Nair,"Dev Patel, Freida Pinto, Roshan Seth, Rajinikanth","curse, betrayal, ambition",Hindi,131.0,Dharma Productions,21150000.0,39100000.0,12.974388846913843,162.0,0.0,0.0,0.0,0.0,0.0,12.0,0.8486997635933806,0.0,Very High,High,horror  drama mira nair dev patel  freida pinto  roshan seth  rajinikanth curse  betrayal  ambition hindi dharma productions
MOV110496,The Forgotten House 440,Unknown,2024.0,Greta Gerwig,"Suriya, Jyotika, Karthi","detective, coming of age, grief, stolen evidence",English,103.0,DreamWorks Animation,46150000.0,181200000.0,1.4643928112812357,1738.0,0.0,0.0,0.0,0.0,0.0,2.0,2.9263271939328277,0.0,Low,Very High,unknown greta gerwig suriya  jyotika  karthi detective  coming of age  grief  stolen evidence english dreamworks animation
MOV113259,The Autumn City 784,Drama,1999.0,Sanjay Leela Bhansali,"Prithviraj Sukumaran, Parvathy Thiruvothu, Tovino Thomas","family secrets, class divide",Hindi,168.0,Mythri Movie Makers,131800000.0,146100000.0,7.799600669532014,315.0,4.0,2.0,1.4142135623730951,3.0,5.0,27.0,0.10849772382397573,1.0986122886681098,High,Very High,drama sanjay leela bhansali prithviraj sukumaran  parvathy thiruvothu  tovino thomas family secrets  class divide hindi mythri movie makers
MOV111431,The Winter Bridge 483,"Sci-Fi, Horror",2023.0,Park Chan-wook,"Dhanush, Sai Pallavi, Prakash Raj","isolated village, parallel universe, ritual, android",English,159.0,Warner Bros. Pictures,11000000.0,40200000.0,16.36992954078661,20835.0,3.5,2.0,0.7071067811865476,3.0,4.0,3.0,2.6545454545454548,1.0986122886681098,Very High,High,sci-fi  horror park chan-wook dhanush  sai pallavi  prakash raj isolated village  parallel universe  ritual  android english warner bros. pictures
MOV114522,The Wild Valley 622,"Thriller, Comedy",2015.0,Farhan Akhtar,"Saoirse Ronan, Andrew Scott, Jessie Buckley","awkward romance, surveillance, cat and mouse",Hindi,157.0,Dharma Productions,22750000.0,20700000.0,1.4106061806783663,40.0,0.0,0.0,0.0,0.0,0.0,11.0,-0.09010989010989011,0.0,Low,Medium,thriller  comedy farhan akhtar saoirse ronan  andrew scott  jessie buckley awkward romance  surveillance  cat and mouse hindi dharma productions
MOV111318,The Sacred Shadow 651,Thriller,2025.0,Damien Chazelle,"Rinko Kikuchi, Masami Nagasawa, Hidetoshi Nishijima","conspiracy, blackmail",Malayalam,105.0,Paramount Pictures,6150000.0,10600000.0,6.049581527476079,422.0,5.0,2.0,0.0,5.0,5.0,1.0,0.7235772357723578,1.0986122886681098,High,Low,thriller damien chazelle rinko kikuchi  masami nagasawa  hidetoshi nishijima conspiracy  blackmail malayalam paramount pictures
MOV106691,The Restless Clock 126,"Drama, Action",2015.0,Denis Villeneuve,"Rajinikanth, Fahadh Faasil, Ritika Singh","family secrets, chase, revenge, class divide",Malayalam,188.0,Sony Pictures,19450000.0,12400000.0,0.1616239958485188,409.0,3.0,3.0,1.0,2.0,4.0,11.0,-0.36246786632390743,1.3862943611198906,Low,Low,drama  action denis villeneuve rajinikanth  fahadh faasil  ritika singh family secrets  chase  revenge  class divide malayalam sony pictures
MOV119766,The Lost City 83,"Action, Romance",2012.0,Sanjay Leela Bhansali,"Michael B. Jordan, Tessa Thompson, Lakeith Stanfield","wedding, second chance, warzone, mercenary",Telugu,117.0,Amazon MGM Studios,75800000.0,273100000.0,0.5148264556075296,1873.0,5.0,1.0,0.0,5.0,5.0,14.0,2.6029023746701845,0.6931471805599453,Low,Very High,action  romance sanjay leela bhansali michael b. jordan  tessa thompson  lakeith stanfield wedding  second chance  warzone  mercenary telugu amazon mgm studios
MOV102132,The Burning Lantern,Drama,2012.0,Jordan Peele,"Rajkummar Rao, Taapsee Pannu, Pankaj Tripathi","class divide, redemption",English,117.0,Warner Bros. Pictures,3050000.0,3300000.0,3.2892551112791746,90.0,0.0,0.0,0.0,0.0,0.0,14.0,0.08196721311475409,0.0,Medium,Low,drama jordan peele rajkummar rao  taapsee pannu  pankaj tripathi class divide  redemption english warner bros. pictures
MOV111997,The Distant Archive 741,Drama,2015.0,David Fincher,"Tony Leung, Tang Wei, Andy Lau","grief, class divide",English,133.0,Netflix,10100000.0,17300000.0,7.193327101004744,1572.0,0.0,0.0,0.0,0.0,0.0,11.0,0.7128712871287128,0.0,High,Medium,drama david fincher tony leung  tang wei  andy lau grief  class divide english netflix
MOV115642,The Midnight House 175,"Drama, Action",2002.0,Wes Anderson,"Dhanush, Sai Pallavi, Prakash Raj","class divide, identity, revenge",Hindi,108.0,Sun Pictures,9850000.0,37300000.0,24.162955106514502,7484.0,5.0,2.0,0.0,5.0,5.0,24.0,2.786802030456853,1.0986122886681098,Very High,Medium,drama  action wes anderson dhanush  sai pallavi  prakash raj class divide  identity  revenge hindi sun pictures
MOV114289,The Northern Archive 383,"Sci-Fi, Comedy",2012.0,Zoya Akhtar,"Vijay, Trisha Krishnan, Arjun Sarja","climate collapse, road trip, misunderstanding",Hindi,106.0,Lyca Productions,27800000.0,40700000.0,3.487407061387495,530.0,4.0,2.0,1.4142135623730951,3.0,5.0,14.0,0.46402877697841727,1.0986122886681098,Medium,High,sci-fi  comedy zoya akhtar vijay  trisha krishnan  arjun sarja climate collapse  road trip  misunderstanding hindi lyca productions
MOV109809,The Neon Signal 827,"Adventure, Comedy",2004.0,Christopher Nolan,"Prithviraj Sukumaran, Parvathy Thiruvothu, Tovino Thomas","lost city, wilderness, workplace",English,83.0,A24,7250000.0,6200000.0,5.731513534942295,214.0,3.0,3.0,1.0,2.0,4.0,22.0,-0.14482758620689656,1.3862943611198906,High,Low,adventure  comedy christopher nolan prithviraj sukumaran  parvathy thiruvothu  tovino thomas lost city  wilderness  workplace english a24
MOV105376,Paper at Season,"Romance, Adventure",2025.0,Ayan Mukerji,"Chris Evans, Ana de Armas, Oscar Isaac","long distance, expedition, lost city, heartbreak",English,168.0,Universal Pictures,96900000.0,73100000.0,2.141912332821778,1092.0,5.0,1.0,0.0,5.0,5.0,1.0,-0.24561403508771928,0.6931471805599453,Medium,High,romance  adventure ayan mukerji chris evans  ana de armas  oscar isaac long distance  expedition  lost city  heartbreak english universal pictures
MOV115286,The Paper House 925,Comedy,2024.0,Patty Jenkins,"Vijay, Trisha Krishnan, Arjun Sarja","misunderstanding, road trip",Mandarin,109.0,Phantom Films,15450000.0,27100000.0,1.3439578704777788,457.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7540453074433657,0.0,Low,Medium,comedy patty jenkins vijay  trisha krishnan  arjun sarja misunderstanding  road trip mandarin phantom films
MOV114257,The Wild Frontier 807,Thriller,2019.0,Anurag Kashyap,"Zendaya, TimothÃ©e Chalamet, Florence Pugh","false identity, conspiracy",Hindi,138.0,Netflix,15450000.0,66200000.0,14.591636206100397,536.0,2.5,4.0,1.0,2.0,4.0,7.0,3.284789644012945,1.6094379124341003,Very High,High,thriller anurag kashyap zendaya  timothã©e chalamet  florence pugh false identity  conspiracy hindi netflix
MOV104756,Secret Sky,Crime,2014.0,Lokesh Kanagaraj,"Daniel Kaluuya, Lupita Nyong'o, John David Washington","corruption, money laundering",Japanese,153.0,Warner Bros. Pictures,30900000.0,43300000.0,0.7905555546456903,271.0,4.0,1.0,0.0,4.0,4.0,12.0,0.40129449838187703,0.6931471805599453,Low,High,crime lokesh kanagaraj daniel kaluuya  lupita nyong'o  john david washington corruption  money laundering japanese warner bros. pictures
MOV110869,The Secret Valley 226,Action,1998.0,Denis Villeneuve,"Mads Mikkelsen, Thomas Bo Larsen, Sidse Babett Knudsen","rescue, assassination",English,177.0,Universal Pictures,55950000.0,404000000.0,2.592583752339237,359.0,3.5,4.0,1.0,3.0,5.0,28.0,6.220732797140304,1.6094379124341003,Medium,Very High,action denis villeneuve mads mikkelsen  thomas bo larsen  sidse babett knudsen rescue  assassination english universal pictures
MOV106288,Clock of Fading,"Crime, Action",1980.0,James Wan,"Shah Rukh Khan, Deepika Padukone, Manoj Bajpayee","chase, corruption, assassination",English,116.0,Phantom Films,4400000.0,8000000.0,57.64777065128901,77779.0,0.0,0.0,0.0,0.0,0.0,46.0,0.8181818181818182,0.0,Very High,Low,crime  action james wan shah rukh khan  deepika padukone  manoj bajpayee chase  corruption  assassination english phantom films
MOV111812,The Burning Road 548,"Horror, Romance, Action",2010.0,Asghar Farhadi,"Vijay, Trisha Krishnan, Arjun Sarja","heist, ritual, second chance, assassination, haunted house",Telugu,129.0,Universal Pictures,94050000.0,136900000.0,6.722925506004519,5409.0,4.0,1.0,0.0,4.0,4.0,16.0,0.4556087187666135,0.6931471805599453,High,Very High,horror  romance  action asghar farhadi vijay  trisha krishnan  arjun sarja heist  ritual  second chance  assassination  haunted house telugu universal pictures
MOV102474,A Voyage in Restless,"Romance, Drama",2024.0,Christopher Nolan,"Gong Yoo, Kim Tae-ri, Choi Woo-shik","long distance, second chance, identity, grief",French,168.0,20th Century Studios,14950000.0,8700000.0,3.687437425048723,211.0,5.0,1.0,0.0,5.0,5.0,2.0,-0.4180602006688963,0.6931471805599453,Medium,Low,romance  drama christopher nolan gong yoo  kim tae-ri  choi woo-shik long distance  second chance  identity  grief french 20th century studios
MOV102865,Restless Beyond the Bridge,Unknown,1991.0,Mira Nair,"Gong Yoo, Kim Tae-ri, Choi Woo-shik","ancient prophecy, sorcery",French,106.0,Netflix,12900000.0,49400000.0,4.046452212387209,3196.0,3.0,3.0,1.0,2.0,4.0,35.0,2.8294573643410854,1.3862943611198906,Medium,High,unknown mira nair gong yoo  kim tae-ri  choi woo-shik ancient prophecy  sorcery french netflix
MOV101740,A Story in Silent,"Thriller, Romance",2023.0,Lijo Jose Pellissery,"Prithviraj Sukumaran, Parvathy Thiruvothu, Tovino Thomas","conspiracy, second chance, blackmail",English,141.0,Phantom Films,55700000.0,50000000.0,4.348603876895545,910.0,3.0,2.0,1.4142135623730951,2.0,4.0,3.0,-0.10233393177737882,1.0986122886681098,Medium,High,thriller  romance lijo jose pellissery prithviraj sukumaran  parvathy thiruvothu  tovino thomas conspiracy  second chance  blackmail english phantom films
MOV102959,Paper Beyond the Bridge,"Action, Crime",1979.0,Taika Waititi,"Dev Patel, Freida Pinto, Roshan Seth","assassination, heist, stolen evidence, money laundering",Spanish,145.0,Paramount Pictures,9400000.0,14600000.0,2.3227651610365583,137.0,3.0,2.0,0.0,3.0,3.0,47.0,0.5531914893617021,1.0986122886681098,Medium,Low,action  crime taika waititi dev patel  freida pinto  roshan seth assassination  heist  stolen evidence  money laundering spanish paramount pictures
MOV112865,The Endless Mirror 226,Thriller,2007.0,Denis Villeneuve,"Zendaya, TimothÃ©e Chalamet, Florence Pugh","missing person, cat and mouse",English,175.0,Lionsgate,16900000.0,22600000.0,1.8639701647771416,159.0,0.0,0.0,0.0,0.0,0.0,19.0,0.33727810650887574,0.0,Low,Medium,thriller denis villeneuve zendaya  timothã©e chalamet  florence pugh missing person  cat and mouse english lionsgate
MOV107942,The Crimson City 914,Drama,2011.0,David Fincher,"Tony Leung, Tang Wei, Andy Lau","betrayal, identity",Malayalam,98.0,Sun Pictures,24850000.0,6500000.0,1.688099781661873,181.0,3.25,4.0,0.5,3.0,4.0,15.0,-0.738430583501006,1.6094379124341003,Low,Low,drama david fincher tony leung  tang wei  andy lau betrayal  identity malayalam sun pictures
MOV105009,The Crimson Room,Romance,1982.0,Denis Villeneuve,"Cillian Murphy, Rebecca Ferguson, Robert Pattinson","wedding, unexpected meeting",English,136.0,Gaumont,17800000.0,62500000.0,8.725836768820583,3370.0,3.0,2.0,0.0,3.0,3.0,44.0,2.5112359550561796,1.0986122886681098,High,High,romance denis villeneuve cillian murphy  rebecca ferguson  robert pattinson wedding  unexpected meeting english gaumont
MOV108573,The Parallel Lantern 979,Horror,2022.0,S. S. Rajamouli,"Irrfan Khan, Tabu, Nawazuddin Siddiqui","possession, isolated village",Hindi,110.0,Universal Pictures,8300000.0,21600000.0,3.8140782266492086,3181.0,0.0,0.0,0.0,0.0,0.0,4.0,1.6024096385542168,0.0,Medium,Medium,horror s. s. rajamouli irrfan khan  tabu  nawazuddin siddiqui possession  isolated village hindi universal pictures
MOV102844,Neon Echo,Drama,2011.0,Greta Gerwig,"Michael B. Jordan, Tessa Thompson, Lakeith Stanfield","ambition, redemption",English,188.0,Sony Pictures,70550000.0,113400000.0,4.453928083158496,728.0,3.5,2.0,0.7071067811865476,3.0,4.0,15.0,0.6073706591070163,1.0986122886681098,Medium,Very High,drama greta gerwig michael b. jordan  tessa thompson  lakeith stanfield ambition  redemption english sony pictures
MOV112938,The Electric Promise 791,Comedy,2021.0,Damien Chazelle,"Vidya Balan, Shefali Shah, Rajesh Tailang","family, road trip",Spanish,144.0,Sun Pictures,168600000.0,305100000.0,7.708292697560611,409.0,3.5,2.0,0.7071067811865476,3.0,4.0,5.0,0.8096085409252669,1.0986122886681098,High,Very High,comedy damien chazelle vidya balan  shefali shah  rajesh tailang family  road trip spanish sun pictures
MOV100860,Velvet at Echo,"Romance, Adventure",2017.0,S. S. Rajamouli,"Mads Mikkelsen, Thomas Bo Larsen, Sidse Babett Knudsen, Mads Mikkelsen","wilderness, wedding, heartbreak",English,113.0,PathÃ©,13400000.0,19300000.0,4.746057264686573,1303.0,0.0,0.0,0.0,0.0,0.0,9.0,0.44029850746268656,0.0,High,Medium,romance  adventure s. s. rajamouli mads mikkelsen  thomas bo larsen  sidse babett knudsen  mads mikkelsen wilderness  wedding  heartbreak english pathã©
MOV118792,The Winter Letter 550,"Horror, Sci-Fi",1995.0,Nagraj Manjule,"Nana Patekar, Tabu, Konkona Sen Sharma","ritual, android, isolated village, artificial intelligence",Telugu,114.0,Lionsgate,12650000.0,16500000.0,7.591368506396285,1328.0,4.0,3.0,0.0,4.0,4.0,31.0,0.30434782608695654,1.3862943611198906,High,Medium,horror  sci-fi nagraj manjule nana patekar  tabu  konkona sen sharma ritual  android  isolated village  artificial intelligence telugu lionsgate
MOV103599,A Signal in Blue,"Sci-Fi, Drama",2004.0,S. S. Rajamouli,"Nana Patekar, Tabu, Konkona Sen Sharma","parallel universe, climate collapse, coming of age",Tamil,138.0,Paramount Pictures,22100000.0,26800000.0,5.611173707176105,500.0,2.0,2.0,1.4142135623730951,1.0,3.0,22.0,0.21266968325791855,1.0986122886681098,High,Medium,sci-fi  drama s. s. rajamouli nana patekar  tabu  konkona sen sharma parallel universe  climate collapse  coming of age tamil paramount pictures
MOV113837,The Blue Voyage 413,Comedy,2025.0,Asghar Farhadi,"Ayushmann Khurrana, Bhumi Pednekar, Pankaj Tripathi","wedding, family",Hindi,142.0,Phantom Films,47400000.0,41100000.0,32.72883141703744,3079.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.13291139240506328,0.0,Very High,High,comedy asghar farhadi ayushmann khurrana  bhumi pednekar  pankaj tripathi wedding  family hindi phantom films
MOV119856,The Sacred Room 129,"Drama, Sci-Fi",2011.0,Rian Johnson,"Michael B. Jordan, Tessa Thompson, Lakeith Stanfield","climate collapse, family secrets, betrayal, android",Malayalam,127.0,Netflix,6700000.0,14500000.0,12.407842688561956,8457.0,4.5,2.0,0.7071067811865476,4.0,5.0,15.0,1.164179104477612,1.0986122886681098,Very High,Low,drama  sci-fi rian johnson michael b. jordan  tessa thompson  lakeith stanfield climate collapse  family secrets  betrayal  android malayalam netflix
MOV115421,The Midnight Voyage 772,"Drama, Action",2022.0,Bong Joon Ho,"Vidya Balan, Shefali Shah, Rajesh Tailang","identity, mercenary, assassination, ambition",Malayalam,139.0,Warner Bros. Pictures,61450000.0,59700000.0,2.3932858175256118,411.0,5.0,1.0,0.0,5.0,5.0,4.0,-0.028478437754271765,0.6931471805599453,Medium,High,drama  action bong joon ho vidya balan  shefali shah  rajesh tailang identity  mercenary  assassination  ambition malayalam warner bros. pictures
